Birth Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Country
0.019802627296179712,11.384319067480007,3.295836866004329,10.203555107263542,24.726774608568434,0.0344014267173324,4.110873864173311,0.03343477608623739,0.0,0.09531017980432487,4.276666119016055,4.219507705176107,0.0,0.342,0.619,0.038258712117090345,17.272440615362438,0.599,18.440483381052466,19.078200752050506,Algeria
0.048790164169432,9.163563180417254,3.295836866004329,8.922658299524402,22.934787151598087,0.03343477608623739,3.1354942159291497,0.10466782725564819,0.0,0.2078798829012179,3.901096903055241,3.861738322806474,0.0,0.476,0.499,0.0246926125903715,16.44919138864865,0.324,17.341871111992198,18.799117186521926,Angola
0.042101176018635396,7.388946097618437,3.295836866004329,7.592870287844818,21.58155548172534,0.042101176018635396,2.772588722239781,0.08617769624105233,0.0,0.11332868530700317,4.060443010546419,3.9889840465642745,0.0,0.454,0.517,0.028587456851912555,15.754161134256329,0.383,18.15931599280497,17.72753358339242,Benin
0.026641930946421175,8.361007108226909,3.295836866004329,7.515889085215125,22.479106487735386,0.045928931888399804,5.030437921392435,0.05259245011917058,0.0,0.14410034397375684,3.970291913552122,3.912023005428146,0.09531017980432487,0.383,0.587,0.028587456851912555,14.378193636949163,0.532,19.240460579850964,19.157844814713773,Botswana
0.044973365642731154,6.948897222313312,3.295836866004329,9.57073837671504,21.68298347736439,0.04974209189481407,2.5649493574615367,0.0916671885258238,0.0,0.11332868530700317,3.970291913552122,3.912023005428146,0.0,0.468,0.505,0.027615167032973367,16.26720033542329,0.178,16.951004817371683,17.216707972959764,Burkina Faso
0.04114194333117518,5.71042701737487,3.295836866004329,9.57073837671504,20.584562311300598,0.06109509935981088,2.0794415416798357,0.0880108773227133,0.0,0.14669437915080352,3.912023005428146,3.871201010907891,0.0,0.49,0.481,0.028587456851912555,15.7137729400659,0.082,15.057542503362743,16.454567959008102,Burundi
0.04018178963283184,8.141189793457691,3.295836866004329,8.75004942158424,22.951920987938426,0.04305948946044697,3.295836866004329,0.08892620919440151,0.0,0.1988508587451652,3.9889840465642745,3.9512437185814275,0.0,0.453,0.513,0.03343477608623739,16.583571168763857,0.455,18.6983124881264,19.300307495604308,Cameroon
0.038258712117090345,5.594711379601839,3.295836866004329,9.57073837671504,20.633888389928533,0.042101176018635396,2.4849066497880004,0.10466782725564819,0.0,0.1988508587451652,3.901096903055241,3.861738322806474,0.0,0.423,0.537,0.039220713153281295,15.107031770052997,0.376,15.424948670398354,17.312018149733785,Central African Republic
0.04974209189481407,5.176149732573829,3.295836866004329,9.57073837671504,21.049008006749364,0.06109509935981088,2.3978952727983707,0.10074990310014306,0.0,0.1988508587451652,3.901096903055241,3.861738322806474,0.0,0.49,0.482,0.027615167032973367,15.93190485831639,0.216,16.454567959008102,17.840862266556567,Chad
0.038258712117090345,4.442651256490317,3.295836866004329,9.57073837671504,19.123282513693997,0.0344014267173324,2.6390573296152584,0.07045846364856141,0.0,0.11332868530700317,4.0943445622221,4.04305126783455,0.4054651081081644,0.415,0.554,0.03052920503482287,13.177444190080394,0.281,16.52356082573315,19.93800336967164,Comoros
